_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
675017b086fa6e365f1b371c,,102.48,100,102.48,90.24,49;0;0;0,words,10,-1,7,5.74,0,16.95,false,false,english,none,master,false,false,false,,1733302192000
674fd90b86fa6e365f18b365,,106.31,100,106.31,66.38,55;0;0;0,words,10,-1,9,6.21,0,6.53,false,false,english,none,master,false,false,false,,1733286155000
674f5c9486fa6e365f139f25,,96.83,100,96.83,78.7,47;0;0;0,words,10,-1,11,5.82,0,18.31,false,false,english,none,master,false,false,false,,1733254292000
674f5c6d86fa6e365f139d12,,94.1,100,94.1,70.43,49;0;0;0,words,10,-1,2,6.25,0,5.83,false,false,english,none,master,false,false,false,,1733254253000
674f5c5186fa6e365f139b65,,90.32,100,90.32,86.85,50;0;0;0,words,10,-1,0,6.64,0,0,false,false,english,none,master,false,false,false,,1733254225000
674f5c4886fa6e365f139ad7,,97.38,100,97.38,84.78,47;0;0;0,words,10,-1,5,5.79,0,11.08,false,false,english,none,master,false,false,false,,1733254216000
674f5c2e86fa6e365f139962,,104.93,100,104.93,73.98,48;0;0;0,words,10,-1,7,5.49,0,7.15,false,false,english,none,master,false,false,false,,1733254190000
674deea786fa6e365f013531,,96.86,100,96.86,79.6,50;0;0;0,words,10,-1,23,6.19,0,38.36,false,false,english,none,master,false,false,false,,1733160615000
674dee4d86fa6e365f012f10,,88.95,100,88.95,81.02,56;0;0;0,words,10,-1,16,7.55,0,21.12,false,false,english,none,master,false,false,false,,1733160525000
674dee0786fa6e365f012a5e,,94.77,100,94.77,60.71,48;0;0;0,words,10,-1,68,6.08,0,93.89,false,false,english,none,master,false,false,false,,1733160455000
674cbcc786fa6e365ff3acdb,,104.33,100,104.33,64.11,53;0;0;0,words,10,-1,9,6.1,0,8.58,false,false,english,none,master,false,false,false,,1733082311000
674cbc9986fa6e365ff3ab03,,94.89,100,94.89,86.87,38;0;0;0,words,10,-1,10,4.81,0,15.99,false,false,english,none,master,false,false,false,,1733082265000
674c716186fa6e365ff0471e,,94.43,100,94.43,89.4,54;0;0;0,words,10,-1,9,6.86,0,12.24,false,false,english,none,master,false,false,false,,1733063009000
674c711b86fa6e365ff043c4,,99.43,100,99.43,87.23,45;0;0;0,words,10,-1,14,5.43,0,11.91,false,false,english,none,master,false,false,false,,1733062939000
674c70ef86fa6e365ff041a5,,99.35,100,99.35,61.72,44;0;0;0,words,10,-1,8,5.31,0,8.77,false,false,english,none,master,false,false,false,,1733062895000
674acf2e86fa6e365fe13381,,80.42,100,80.42,74.92,49;0;0;0,words,10,-1,5,7.31,0,4.16,false,false,english,none,master,false,false,false,,1732955950000
674acf1186fa6e365fe13287,,80.98,100,80.98,72.19,46;0;0;0,words,10,-1,12,6.82,0,31.2,false,false,english,none,master,false,false,false,,1732955921000
674a0b0486fa6e365fdb493e,,98.41,100,98.41,88.19,48;0;0;0,words,10,-1,43,5.85,0,73.69,false,false,english,none,master,false,false,false,,1732905732000
674a0a5486fa6e365fdb4247,,91.63,100,91.63,88.5,58;0;0;0,words,10,-1,33,7.6,0,51.05,false,false,english,none,master,false,false,false,,1732905556000
674a09d886fa6e365fdb3db6,,91.91,100,91.91,79.17,51;0;0;0,words,10,-1,7,6.66,0,6.86,false,false,english,none,master,false,false,false,,1732905432000
674a09ba86fa6e365fdb3c88,,87.93,100,87.93,72.71,56;0;0;0,words,10,-1,4,7.64,0,7.41,false,false,english,none,master,false,false,false,,1732905402000
67498f5786fa6e365fd58af6,,101.63,100,101.63,82.07,46;0;0;0,words,10,-1,0,5.43,0,0,false,false,english,none,master,false,false,false,,1732874071000
6748cca486fa6e365fcef59b,,107.92,100,107.92,82.7,44;0;0;0,words,10,-1,3,4.89,0,7.95,false,false,english,none,master,false,false,false,,1732824228000
6748cc6f86fa6e365fcef3ce,,101.29,100,101.29,66.62,51;0;0;0,words,10,-1,1,6.04,0,0.71,false,false,english,none,master,false,false,false,,1732824175000
